CrimeDate,CrimeTime,CrimeCode,Location,Description,Weapon,District,Neighborhood,Total Incidents
07/04/2019,11:22:00,4E,600 CHERRYCREST RD,COMMON ASSAULT,NA,SOUTHERN,CHERRY HILL,1
07/04/2019,01:00:00,6D,2300 E FAIRMOUNT AVE,LARCENY FROM AUTO,NA,SOUTHEAST,PATTERSON PLACE,1
07/04/2019,00:00:00,4E,3500 LEVERTON AVE,COMMON ASSAULT,NA,SOUTHEAST,BALTIMORE HIGHLANDS,1
07/04/2019,02:00:00,5C,500 N EAST AVE,BURGLARY,NA,SOUTHEAST,ELLWOOD PARK/MONUMEN,1
07/04/2019,06:40:00,4E,200 N SPRING CT,COMMON ASSAULT,NA,SOUTHEAST,DUNBAR,1
07/04/2019,03:30:00,3B,200 W BALTIMORE ST N,ROBBERY - STREET,NA,CENTRAL,DOWNTOWN,1
07/04/2019,12:40:00,4E,200 BETHEL CT,COMMON ASSAULT,NA,SOUTHEAST,DUNBAR,1
07/04/2019,16:30:00,3AF,1700 GORSUCH AVE,ROBBERY - STREET,FIREARM,NORTHEAST,COLDSTREAM HOMESTEAD,1
07/04/2019,14:40:00,4E,6600 FAIRDEL AVE,COMMON ASSAULT,NA,NORTHEAST,ROSEMONT AVENUE,1
07/04/2019,03:20:00,3AJF,3500 SHANNON DR,ROBBERY - CARJACKING,FIREARM,NORTHEAST,BELAIR-EDISON,1
07/04/2019,08:37:00,3AF,4300 HAYWARD AVE,ROBBERY - STREET,FIREARM,NORTHWEST,WOODMERE,1
07/04/2019,10:00:00,4E,1500 MADISON AVE,COMMON ASSAULT,NA,CENTRAL,MADISON PARK,1
07/04/2019,00:45:00,3AO,1700 LINDEN AVE,ROBBERY - STREET,OTHER,CENTRAL,BOLTON HILL,1
07/04/2019,05:03:00,4E,200 S EXETER ST,COMMON ASSAULT,NA,SOUTHEAST,LITTLE ITALY,1
07/04/2019,17:50:00,4E,NORTH AV & LINDEN AV,COMMON ASSAULT,NA,CENTRAL,,1
07/04/2019,16:35:00,6J,1800 N CHARLES ST,LARCENY,NA,CENTRAL,CHARLES NORTH,1
07/04/2019,22:03:00,3AF,1300 E MONUMENT ST,ROBBERY - STREET,FIREARM,EASTERN,DUNBAR,1
07/04/2019,10:40:00,7A,1300 GREENMOUNT AVE,AUTO THEFT,NA,EASTERN,JOHNSTON SQUARE,1
07/04/2019,20:00:00,4B,400 E 20TH ST,AGG. ASSAULT,KNIFE,EASTERN,BARCLAY,1
07/04/2019,03:19:00,6D,0 N MILTON AVE,LARCENY FROM AUTO,NA,SOUTHEAST,PATTERSON PLACE,1
07/04/2019,21:50:00,6E,3300 E BALTIMORE ST,LARCENY,NA,SOUTHEAST,BALTIMORE-LINWOOD,1
07/04/2019,23:00:00,6D,3100 FAIT AVE,LARCENY FROM AUTO,NA,SOUTHEAST,CANTON,1
07/04/2019,14:05:00,5A,2300 PENTLAND DR,BURGLARY,NA,NORTHEAST,HARFORD-ECHODALE-PER,1
07/04/2019,16:00:00,6J,0 S EUTAW ST,LARCENY,NA,CENTRAL,DOWNTOWN,1
07/04/2019,19:00:00,3K,3300 NOBLE ST,ROBBERY - RESIDENCE,NA,SOUTHEAST,BALTIMORE-LINWOOD,1
07/04/2019,19:00:00,4E,3300 NOBLE ST,COMMON ASSAULT,NA,SOUTHEAST,BALTIMORE-LINWOOD,1
07/04/2019,05:15:00,4E,6700 BRENTWOOD AVE,COMMON ASSAULT,NA,SOUTHEAST,GRACELAND PARK,1
07/04/2019,23:08:00,4E,6000 AMBERWOOD RD,COMMON ASSAULT,NA,NORTHEAST,FRANKFORD,1
07/04/2019,15:51:00,9S,2900 MOSHER ST,SHOOTING,FIREARM,SOUTHWEST,FRANKLINTOWN ROAD,1
07/04/2019,07:55:31,1A,4800 TAMARIND RD,HOMICIDE,FIREARM,NORTHERN,PARKLANE,1
07/04/2019,20:30:00,9S,5500 BOWLEYS LA,SHOOTING,FIREARM,NORTHEAST,FRANKFORD,1
07/04/2019,15:15:43,9S,600 E 33RD ST,SHOOTING,FIREARM,NORTHERN,BETTER WAVERLY,1
07/04/2019,20:30:00,9S,5500 BOWLEYS LA,SHOOTING,FIREARM,NORTHEAST,FRANKFORD,1
07/04/2019,16:00:00,6D,0 S EUTAW ST,LARCENY FROM AUTO,NA,CENTRAL,DOWNTOWN,1
07/04/2019,08:15:00,4E,ST & N STREEPER ST,COMMON ASSAULT,NA,SOUTHEAST,,1
07/04/2019,23:30:00,3AJO,2500 BLK FAIT AV,ROBBERY - CARJACKING,OTHER,SOUTHEAST,,1
07/04/2019,20:30:00,5D,1400 KEY HWY,BURGLARY,NA,SOUTHERN,RIVERSIDE,1
07/04/2019,17:30:00,7A,1000 E PATAPSCO AVE,AUTO THEFT,NA,SOUTHERN,FAIRFIELD,1
07/04/2019,12:30:00,6C,300 E MADISON ST,LARCENY,NA,EASTERN,PEN-FALLSWAY,1
07/04/2019,12:23:00,4E,2400 PENNSYLVANIA AVE,COMMON ASSAULT,NA,WESTERN,PENN NORTH,1
07/04/2019,22:30:00,6G,1800 DESOTO RD,LARCENY,NA,SOUTHWEST,MORRELL PARK,1
07/04/2019,23:34:00,5A,3300 W GARRISON AVE,BURGLARY,NA,NORTHWEST,CENTRAL PARK HEIGHTS,1
07/04/2019,16:00:00,6J,3500 7TH ST,LARCENY,NA,SOUTHERN,BROOKLYN,1
07/04/2019,08:10:00,4C,3000 JANICE AVE,AGG. ASSAULT,OTHER,SOUTHERN,LAKELAND,1
07/04/2019,03:00:00,7A,1200 SCOTT ST,AUTO THEFT,NA,SOUTHERN,WASHINGTON VILLAGE,1
07/04/2019,10:54:00,4E,EAGER ST & HILLMAN ST,COMMON ASSAULT,NA,EASTERN,,1
07/04/2019,04:00:00,4E,1100 N CHESTER ST,COMMON ASSAULT,NA,EASTERN,,1
07/04/2019,15:51:00,4A,2900 MOSHER ST,AGG. ASSAULT,FIREARM,SOUTHWEST,FRANKLINTOWN ROAD,1
07/04/2019,19:00:00,6D,0 S TREMONT RD,LARCENY FROM AUTO,NA,SOUTHWEST,TREMONT,1
07/04/2019,20:55:00,6C,3500 PELHAM AVE,LARCENY,NA,NORTHEAST,BELAIR-EDISON,1
07/04/2019,02:42:00,6B,NORTH AV & GREENMOUNT AV,LARCENY,NA,EASTERN,,1
07/04/2019,15:26:00,7C,1600 EXETER HALL AVE,AUTO THEFT,NA,NORTHEAST,COLDSTREAM HOMESTEAD,1
07/04/2019,22:30:00,6E,700 RADNOR AVE,LARCENY,NA,NORTHERN,WINSTON-GOVANS,1
07/04/2019,21:50:00,6G,300 S CHARLES ST,LARCENY,NA,CENTRAL,INNER HARBOR,1
07/04/2019,22:30:00,6E,3200 CHESTERFIELD AVE,LARCENY,NA,NORTHEAST,BELAIR-EDISON,1
07/04/2019,12:00:00,5A,2400 FOSTER AVE,BURGLARY,NA,SOUTHEAST,CANTON,1
07/04/2019,16:00:00,5A,2200 EUTAW PL,BURGLARY,NA,CENTRAL,RESERVOIR HILL,1
07/04/2019,17:45:00,4E,0 N HOWARD ST,COMMON ASSAULT,NA,CENTRAL,DOWNTOWN,1
07/04/2019,11:01:00,5A,2400 CHELSEA TER,BURGLARY,NA,NORTHWEST,,1
07/04/2019,22:00:00,4E,1300 MERIDENE DR,COMMON ASSAULT,NA,NORTHEAST,IDLEWOOD,1
07/04/2019,10:40:00,6C,2400 FREDERICK AVE,LARCENY,NA,SOUTHWEST,MILL HILL,1
07/04/2019,08:56:00,4B,1100 N LONGWOOD ST,AGG. ASSAULT,KNIFE,SOUTHWEST,WINCHESTER,1
07/04/2019,04:30:00,4E,5300 CUTHBERT AVE,COMMON ASSAULT,NA,NORTHWEST,ARLINGTON,1
07/04/2019,15:00:00,6D,5100 CEDGATE RD,LARCENY FROM AUTO,NA,NORTHEAST,CEDONIA,1
07/04/2019,22:45:00,6D,300 IMLA ST,LARCENY FROM AUTO,NA,SOUTHEAST,JOSEPH LEE,1
07/04/2019,13:15:00,4E,500 MAUDE AVE,COMMON ASSAULT,NA,SOUTHERN,BROOKLYN,1
07/04/2019,03:00:00,4C,2500 MARBOURNE AVE,AGG. ASSAULT,OTHER,SOUTHERN,LAKELAND,1
07/03/2019,13:55:00,4E,BALTIMORE ST & N HOWARD ST,COMMON ASSAULT,NA,CENTRAL,,1
07/03/2019,13:46:00,4E,300 LIGHT ST,COMMON ASSAULT,NA,CENTRAL,INNER HARBOR,1
07/03/2019,21:00:00,6D,4000 THE ALAMEDA,LARCENY FROM AUTO,NA,NORTHEAST,ORIGINAL NORTHWOOD,1
07/03/2019,17:00:00,6E,600 GUTMAN AVE,LARCENY,NA,EASTERN,EAST BALTIMORE MIDWA,1
07/03/2019,09:00:00,6E,1500 MOSHER ST,LARCENY,NA,WESTERN,SANDTOWN-WINCHESTER,1
07/03/2019,21:00:00,6J,1 COOPERATIVE DR,LARCENY,NA,NORTHERN,LAKE WALKER,1
07/03/2019,13:00:00,4E,2500 E FAYETTE ST,COMMON ASSAULT,NA,SOUTHEAST,MCELDERRY PARK,1
07/03/2019,13:00:00,4E,2500 E FAYETTE ST,COMMON ASSAULT,NA,SOUTHEAST,MCELDERRY PARK,1
07/03/2019,19:30:00,6F,300 N CHARLES ST,LARCENY,NA,CENTRAL,DOWNTOWN,1
07/03/2019,22:00:00,6D,200 LOMBARD Street,LARCENY FROM AUTO,NA,CENTRAL,INNER HARBOR,1
07/03/2019,22:30:00,6D,4700 NORFOLK Avenue,LARCENY FROM AUTO,NA,NORTHWEST,WEST FOREST PARK,1
07/03/2019,17:06:00,6G,1900 DRUID HILL AVE,LARCENY,NA,CENTRAL,DRUID HEIGHTS,1
07/03/2019,10:30:00,4E,300 SAINT PAUL PL,COMMON ASSAULT,NA,CENTRAL,DOWNTOWN,1
07/03/2019,15:30:00,6J,2900 E MONUMENT ST,LARCENY,NA,SOUTHEAST,ELLWOOD PARK/MONUMEN,1
07/03/2019,06:58:00,4E,300 N CALVERT ST,COMMON ASSAULT,NA,CENTRAL,DOWNTOWN,1
07/03/2019,15:00:00,4E,500 W PRESTON ST,COMMON ASSAULT,NA,CENTRAL,UPTON,1
07/03/2019,23:00:00,7A,3700 MAYBERRY AVE,AUTO THEFT,NA,NORTHEAST,ROSEMONT AVENUE,1
07/03/2019,21:15:00,6D,3200 NORMOUNT AVE,LARCENY FROM AUTO,NA,SOUTHWEST,ROSEMONT,1
07/03/2019,08:00:00,6D,1200 E 35TH ST,LARCENY FROM AUTO,NA,NORTHEAST,EDNOR GARDENS-LAKESI,1
07/03/2019,21:30:00,6D,600 N CHESTER ST,LARCENY FROM AUTO,NA,EASTERN,MIDDLE EAST,1
07/03/2019,17:30:00,6D,2900 E BALTIMORE ST,LARCENY FROM AUTO,NA,SOUTHEAST,BALTIMORE-LINWOOD,1
07/03/2019,11:00:00,5A,1200 N CAROLINE ST,BURGLARY,NA,EASTERN,OLIVER,1
07/03/2019,11:00:00,6E,3700 BOSTON ST,LARCENY,NA,SOUTHEAST,CANTON INDUSTRIAL AREA,1
07/03/2019,17:50:00,4E,3100 E FAYETTE ST,COMMON ASSAULT,NA,SOUTHEAST,ELLWOOD PARK/MONUMEN,1
07/03/2019,17:30:00,6D,800 N DUNCAN ST,LARCENY FROM AUTO,NA,EASTERN,MIDDLE EAST,1
07/03/2019,23:10:00,7C,2700 EDMONDSON AVE,AUTO THEFT,NA,WESTERN,ROSEMONT HOMEOWNERS,1
07/03/2019,23:10:00,3B,2700 EDMONDSON AVE,ROBBERY - STREET,NA,WESTERN,ROSEMONT HOMEOWNERS,1
07/03/2019,17:30:00,5A,2400 LOYOLA SOUTHWAY,BURGLARY,NA,NORTHERN,GREENSPRING,1
07/03/2019,02:58:00,6G,3400 FREDERICK AVE,LARCENY,NA,SOUTHWEST,IRVINGTON,1
07/03/2019,22:15:00,4E,3800 MOHAWK AVE,COMMON ASSAULT,NA,NORTHWEST,HOWARD PARK,1
07/03/2019,09:58:00,3K,2500 VIOLET AVE,ROBBERY - RESIDENCE,NA,NORTHWEST,PARK CIRCLE,1
07/03/2019,19:48:00,3CF,6900 REISTERSTOWN RD,ROBBERY - COMMERCIAL,FIREARM,NORTHWEST,REISTERSTOWN STATION,1
07/03/2019,21:12:00,7A,2000 W SARATOGA ST,AUTO THEFT,NA,WESTERN,PENROSE/FAYETTE ST OUTREACH,1
07/03/2019,07:54:00,6D,2300 CALVERTON HEIGHTS AVE,LARCENY FROM AUTO,NA,WESTERN,BRIDGEVIEW/GREENLAWN,1
07/03/2019,00:45:00,4C,1000 N MONROE ST,AGG. ASSAULT,OTHER,WESTERN,SANDTOWN-WINCHESTER,1
07/03/2019,18:00:00,5D,3200 VICKERS RD,BURGLARY,NA,NORTHWEST,HANLON/LONGWOOD,1
07/03/2019,00:01:00,6F,700 W CROSS ST,LARCENY,NA,SOUTHERN,WASHINGTON VILLAGE,1
07/03/2019,11:30:00,4E,3500 S HANOVER ST,COMMON ASSAULT,NA,SOUTHERN,BROOKLYN,1
07/03/2019,23:50:00,6D,900 W SARATOGA ST,LARCENY FROM AUTO,NA,WESTERN,POPPLETON,1
07/03/2019,19:00:00,6D,3200 NORMOUNT AVE,LARCENY FROM AUTO,NA,SOUTHWEST,ROSEMONT,1
07/03/2019,18:00:00,7A,2000 PRESSTMAN ST,AUTO THEFT,NA,WESTERN,EASTERWOOD,1
07/03/2019,11:10:00,4E,2400 JEFFERSON ST,COMMON ASSAULT,NA,SOUTHEAST,MCELDERRY PARK,1
07/03/2019,11:10:00,4C,2400 JEFFERSON ST,AGG. ASSAULT,OTHER,SOUTHEAST,MCELDERRY PARK,1
07/03/2019,09:00:00,6C,2800 FAIT AVE,LARCENY,NA,SOUTHEAST,CANTON,1
07/03/2019,00:40:00,4E,0 S DALLAS ST,COMMON ASSAULT,NA,EASTERN,OLIVER,1
07/03/2019,18:00:00,6E,4500 WAKEFIELD RD,LARCENY,NA,NORTHWEST,WEST FOREST PARK,1
07/03/2019,20:17:00,3JO,2000 MCCULLOH ST,ROBBERY - RESIDENCE,OTHER,CENTRAL,DRUID HEIGHTS,1
07/03/2019,08:50:00,5D,5100 LIBERTY HEIGHTS AVE,BURGLARY,NA,NORTHWEST,HOWARD PARK,1
07/03/2019,22:43:00,3GO,6200 BELAIR RD,ROBBERY - COMMERCIAL,OTHER,NORTHEAST,GLENHAM-BELFORD,1
07/03/2019,22:43:00,4C,6200 BELAIR RD,AGG. ASSAULT,OTHER,NORTHEAST,GLENHAM-BELFORD,1
07/03/2019,21:45:00,6E,500 DOLPHIN ST,LARCENY,NA,CENTRAL,UPTON,1
07/03/2019,03:40:00,3B,700 BLK KANE ST,ROBBERY - STREET,NA,SOUTHEAST,,1
07/03/2019,02:14:00,3B,500 BLK S MACON ST,ROBBERY - STREET,NA,SOUTHEAST,,1
07/03/2019,21:00:00,6D,3600 ROBERTS PL,LARCENY FROM AUTO,NA,SOUTHEAST,BALTIMORE HIGHLANDS,1
07/03/2019,03:50:00,6D,6200 HOLABIRD AVE,LARCENY FROM AUTO,NA,SOUTHEAST,MEDFORD/BROENING MAN,1
07/03/2019,12:37:00,6G,4500 SAINT GEORGES AVE,LARCENY,NA,NORTHERN,KENILWORTH PARK,1
07/03/2019,19:30:00,3AF,3100 SHANNON DR,ROBBERY - STREET,FIREARM,NORTHEAST,BELAIR-EDISON,1
07/03/2019,16:30:00,6D,5400 CEDONIA AVE,LARCENY FROM AUTO,NA,NORTHEAST,CEDONIA,1
07/03/2019,18:35:00,4A,100 N MOUNT OLIVET LN,AGG. ASSAULT,FIREARM,SOUTHWEST,CARROLL-SOUTH HILTON,1
07/03/2019,10:30:00,4E,2400 E NORTH AVE,COMMON ASSAULT,NA,EASTERN,BROADWAY EAST,1
07/03/2019,06:30:00,7C,2200 E PRATT ST,AUTO THEFT,NA,SOUTHEAST,BUTCHERS HILL,1
07/03/2019,,1A,400 N ROSE ST,HOMICIDE,FIREARM,SOUTHEAST,,1
07/03/2019,06:02:34,1A,3900 RIDGEWOOD AV,HOMICIDE,FIREARM,NORTHWEST,DOLFIELD,1
07/03/2019,16:00:00,9S,3200 HOLLINS FERRY RD,SHOOTING,FIREARM,SOUTHERN,LAKELAND,1
07/03/2019,09:30:00,6G,2700 PELHAM AVE,LARCENY,NA,NORTHEAST,BELAIR-EDISON,1
07/03/2019,18:50:00,4E,2200 PARK AVE,COMMON ASSAULT,NA,CENTRAL,RESERVOIR HILL,1
07/03/2019,01:53:00,5A,2000 BANK ST,BURGLARY,NA,SOUTHEAST,UPPER FELLS POINT,1
07/03/2019,16:00:00,5C,1100 WALKER AVE,BURGLARY,NA,NORTHERN,GLEN OAKS,1
07/03/2019,07:00:00,6G,2000 EAGLE ST,LARCENY,NA,SOUTHERN,CARROLLTON RIDGE,1
07/03/2019,19:08:00,3CO,5900 RADECKE AVE,ROBBERY - COMMERCIAL,OTHER,NORTHEAST,CEDONIA,1
07/03/2019,17:30:00,3AO,500 W MULBERRY ST,ROBBERY - STREET,OTHER,CENTRAL,SETON HILL,1
07/03/2019,21:12:00,3AK,0 ART MUSEUM DR,ROBBERY - STREET,KNIFE,NORTHERN,JOHN HOPKINS HOMEWOO,1
07/03/2019,21:40:00,3AK,800 E 33RD ST,ROBBERY - STREET,KNIFE,NORTHERN,WAVERLY,1
07/03/2019,18:00:00,6D,400 E 25TH ST,LARCENY FROM AUTO,NA,NORTHERN,HARWOOD,1
07/03/2019,22:20:00,4B,2800 W GARRISON AVE,AGG. ASSAULT,KNIFE,NORTHERN,CYLBURN,1
07/03/2019,22:36:00,3B,BL & HARMAN AV,ROBBERY - STREET,NA,SOUTHWEST,,1
07/03/2019,22:36:00,3B,BL & HARMAN AV,ROBBERY - STREET,NA,SOUTHWEST,,1
07/03/2019,10:00:00,3AJF,3500 PULASKI HWY,ROBBERY - CARJACKING,FIREARM,SOUTHEAST,BALTIMORE HIGHLANDS,1
07/03/2019,15:00:00,4C,500 E PRESTON ST,AGG. ASSAULT,OTHER,EASTERN,JOHNSTON SQUARE,1
07/03/2019,12:08:00,6J,1500 62ND ST,LARCENY,NA,NORTHEAST,PULASKI INDUSTRIAL AREA,1
07/03/2019,07:45:00,7A,600 N CENTRAL AVE,AUTO THEFT,NA,EASTERN,OLDTOWN,1
07/03/2019,13:00:00,6E,2400 W LAFAYETTE AVE,LARCENY,NA,WESTERN,BRIDGEVIEW/GREENLAWN,1
07/03/2019,14:17:00,4B,3200 GREENMOUNT AVE,AGG. ASSAULT,KNIFE,NORTHERN,BETTER WAVERLY,1
07/03/2019,01:54:00,4E,6400 ELRAY DR,COMMON ASSAULT,NA,NORTHWEST,CHESWOLDE,1
07/03/2019,00:00:00,4E,1600 EDISON HWY,COMMON ASSAULT,NA,EASTERN,BEREA,1
07/03/2019,16:30:00,6C,900 N WASHINGTON ST,LARCENY,NA,EASTERN,MIDDLE EAST,1
07/03/2019,07:30:00,5A,2500 EUTAW PL,BURGLARY,NA,CENTRAL,RESERVOIR HILL,1
07/02/2019,17:30:00,4D,BALTIMORE ST & N PRESIDENT ST,AGG. ASSAULT,HANDS,CENTRAL,,1
07/02/2019,18:30:00,7A,AV & WILVAN AV,AUTO THEFT,NA,NORTHWEST,,1
07/02/2019,15:46:00,4E,5500 HADDON AVE,COMMON ASSAULT,NA,NORTHWEST,GROVE PARK,1
07/02/2019,18:30:00,4E,2900 CLIFTON PARK TER,COMMON ASSAULT,NA,NORTHEAST,BELAIR-EDISON,1
07/02/2019,23:37:00,9S,5100 HARFORD RD,SHOOTING,FIREARM,NORTHEAST,LAURAVILLE,1
07/02/2019,11:09:00,6G,100 E BALTIMORE ST,LARCENY,NA,CENTRAL,DOWNTOWN,1
07/02/2019,20:02:00,4E,2800 BOARMAN AVE,COMMON ASSAULT,NA,NORTHWEST,TOWANDA-GRANTLEY,1
07/02/2019,13:10:00,4E,3600 W FRANKLIN ST,COMMON ASSAULT,NA,SOUTHWEST,ALLENDALE,1
07/02/2019,19:53:00,5A,4000 WILSBY AVE,BURGLARY,NA,NORTHERN,PEN LUCY,1
07/02/2019,17:10:00,4E,RD & CHINQUAPIN PY,COMMON ASSAULT,NA,NORTHERN,,1
07/02/2019,17:10:00,4E,600 WOODBOURNE AVE,COMMON ASSAULT,NA,NORTHERN,MID-GOVANS,1
07/02/2019,17:10:00,4E,600 WOODBOURNE AVE,COMMON ASSAULT,NA,NORTHERN,MID-GOVANS,1
07/02/2019,16:25:00,4C,3100 GREENMOUNT AVE,AGG. ASSAULT,OTHER,NORTHERN,BETTER WAVERLY,1
07/02/2019,01:47:00,5B,1200 CLOVERDALE RD,BURGLARY,NA,WESTERN,PENN NORTH,1
07/02/2019,17:55:00,4E,2700 PRESBURY ST,COMMON ASSAULT,NA,WESTERN,COPPIN HEIGHTS/ASHBU,1
07/02/2019,23:05:00,3AF,2600 WILKENS AVE,ROBBERY - STREET,FIREARM,SOUTHWEST,MILL HILL,1
07/02/2019,21:26:00,4E,1900 N ROSEDALE ST,COMMON ASSAULT,NA,SOUTHWEST,WALBROOK,1
07/02/2019,00:04:00,4E,3100 STAFFORD ST,COMMON ASSAULT,NA,SOUTHWEST,GWYNNS FALLS,1
07/02/2019,23:30:00,4C,3900 BENZINGER RD,AGG. ASSAULT,OTHER,SOUTHWEST,OAKLEE,1
07/02/2019,19:40:00,4D,4600 ASBURY AVE,AGG. ASSAULT,HANDS,NORTHEAST,FRANKFORD,1
07/02/2019,19:40:00,4C,4600 ASBURY AVE,AGG. ASSAULT,OTHER,NORTHEAST,FRANKFORD,1
07/02/2019,22:00:00,7A,3000 MANHATTAN AVE,AUTO THEFT,NA,NORTHWEST,GLEN,1
07/02/2019,23:15:00,3AF,3100 SWANN DR,ROBBERY - STREET,FIREARM,NORTHERN,DRUID HILL PARK ASSO,1
07/02/2019,00:45:00,6D,4600 SCHENLEY RD,LARCENY FROM AUTO,NA,NORTHERN,EVERGREEN,1
07/02/2019,21:30:00,5D,700 N CHAPELGATE LN,BURGLARY,NA,SOUTHWEST,WEST HILLS,1
07/02/2019,15:00:00,5A,5400 TRAMORE RD,BURGLARY,NA,NORTHEAST,HARFORD-ECHODALE-PER,1
07/02/2019,22:30:00,6D,900 E MADISON ST,LARCENY FROM AUTO,NA,EASTERN,OLDTOWN,1
07/02/2019,19:07:00,4A,5000 E OLIVER ST,AGG. ASSAULT,FIREARM,NORTHEAST,ARMISTEAD GARDENS,1
07/02/2019,19:07:00,4A,5000 E OLIVER ST,AGG. ASSAULT,FIREARM,NORTHEAST,ARMISTEAD GARDENS,1
07/02/2019,10:50:00,6J,4100 BLK W BELVEDERE AV,LARCENY,NA,NORTHWEST,,1
07/02/2019,17:10:00,6D,800 WYMAN PARK DR,LARCENY FROM AUTO,NA,NORTHERN,JONES FALLS AREA,1
07/02/2019,14:00:00,6E,100 WHEELER AVE,LARCENY,NA,WESTERN,PENROSE/FAYETTE ST OUTREACH,1
07/02/2019,10:55:00,6J,RD & E 43RD ST,LARCENY,NA,NORTHERN,,1
07/02/2019,22:00:00,6D,400 S LEHIGH ST,LARCENY FROM AUTO,NA,SOUTHEAST,GREEKTOWN,1
07/02/2019,11:00:00,7A,3800 W BELVEDERE AVE,AUTO THEFT,NA,NORTHWEST,ARLINGTON,1
07/02/2019,21:30:00,7A,900 E 22ND ST,AUTO THEFT,NA,EASTERN,EAST BALTIMORE MIDWA,1
07/02/2019,17:00:00,7A,FEDERAL ST & ERDMAN AV,AUTO THEFT,NA,EASTERN,,1
07/02/2019,16:00:00,5A,2400 WELLBRIDGE DR,BURGLARY,NA,NORTHEAST,HARFORD-ECHODALE-PER,1
07/02/2019,22:04:00,5B,5400 SEWARD AVE,BURGLARY,NA,NORTHEAST,FRANKFORD,1
07/02/2019,00:06:00,6H,3100 PULASKI HWY,LARCENY,NA,SOUTHEAST,ELLWOOD PARK/MONUMEN,1
07/02/2019,00:27:00,6J,1500 RUSSELL ST,LARCENY,NA,SOUTHERN,CARROLL - CAMDEN INDUSTRIAL AREA,1
07/02/2019,15:44:00,4C,3500 4TH ST,AGG. ASSAULT,OTHER,SOUTHERN,BROOKLYN,1
07/02/2019,18:30:00,4E,ST & WASHBURN AV,COMMON ASSAULT,NA,SOUTHERN,,1
07/02/2019,01:15:00,3AF,2300 E NORTHERN PKWY,ROBBERY - STREET,FIREARM,NORTHEAST,HARFORD-ECHODALE-PER,1
07/02/2019,04:29:00,4E,4600 KAVON AVE,COMMON ASSAULT,NA,NORTHEAST,FRANKFORD,1
07/02/2019,06:39:00,4E,400 CATHEDRAL ST,COMMON ASSAULT,NA,CENTRAL,DOWNTOWN,1
07/02/2019,19:40:00,4E,1800 HOLLINS ST,COMMON ASSAULT,NA,SOUTHERN,FRANKLIN SQUARE,1
07/02/2019,21:19:00,4E,1200 W PRATT ST,COMMON ASSAULT,NA,SOUTHERN,WASHINGTON VILLAGE,1
07/02/2019,01:30:00,3AF,1600 HEATHFIELD RD,ROBBERY - STREET,FIREARM,NORTHEAST,PERRING LOCH,1
07/02/2019,12:15:00,3AF,5800 PULASKI HWY,ROBBERY - STREET,FIREARM,SOUTHEAST,PULASKI INDUSTRIAL AREA,1
07/02/2019,12:15:00,3AF,5800 PULASKI HWY,ROBBERY - STREET,FIREARM,SOUTHEAST,PULASKI INDUSTRIAL AREA,1
07/02/2019,21:40:00,4A,600 JASPER ST,AGG. ASSAULT,FIREARM,CENTRAL,SETON HILL,1
07/02/2019,19:00:00,4D,2600 MADISON AVE,AGG. ASSAULT,HANDS,CENTRAL,RESERVOIR HILL,1
07/02/2019,08:55:00,4E,700 E PRATT ST,COMMON ASSAULT,NA,CENTRAL,INNER HARBOR,1
07/02/2019,23:15:00,6G,2500 EDGECOMBE CIR N,LARCENY,NA,NORTHERN,PARKLANE,1
07/02/2019,11:09:00,6G,100 E BALTIMORE ST,LARCENY,NA,CENTRAL,DOWNTOWN,1
07/02/2019,15:50:00,6C,90 VILLAGE SQ,LARCENY,NA,NORTHERN,,1
07/02/2019,23:02:00,3AF,2400 GARRISON BLVD,ROBBERY - STREET,FIREARM,NORTHWEST,GARWYN OAKS,1
07/02/2019,13:10:00,4E,200 N LUZERNE AVE,COMMON ASSAULT,NA,SOUTHEAST,MCELDERRY PARK,1
07/02/2019,14:00:00,6J,3600 Keystone Avenue,LARCENY,NA,NORTHERN,WOODBERRY,1
07/02/2019,14:50:00,4E,500 E BALTIMORE ST,COMMON ASSAULT,NA,CENTRAL,DOWNTOWN,1
07/02/2019,10:00:00,6E,200 E BIDDLE ST,LARCENY,NA,CENTRAL,MID-TOWN BELVEDERE,1
07/02/2019,00:00:00,3AF,1500 W PRATT ST,ROBBERY - STREET,FIREARM,SOUTHERN,UNION SQUARE,1
07/02/2019,00:00:00,3AF,1500 W PRATT ST,ROBBERY - STREET,FIREARM,SOUTHERN,UNION SQUARE,1
07/02/2019,23:50:00,5B,1400 LIGHT ST,BURGLARY,NA,SOUTHERN,S.B.I.C.,1
07/02/2019,09:50:00,7A,2800 W COLD SPRING LN,AUTO THEFT,NA,NORTHWEST,TOWANDA-GRANTLEY,1
07/02/2019,12:10:00,4E,100 S WOLFE ST,COMMON ASSAULT,NA,SOUTHEAST,UPPER FELLS POINT,1
07/02/2019,20:30:00,6D,400 N LINWOOD AVE,LARCENY FROM AUTO,NA,SOUTHEAST,PATTERSON PARK,1
07/02/2019,13:30:00,6G,700 W 40TH ST,LARCENY,NA,NORTHERN,ROLAND PARK,1
07/02/2019,22:00:00,5D,2500 SAINT PAUL ST,BURGLARY,NA,NORTHERN,CHARLES VILLAGE,1
07/02/2019,20:00:00,4E,2800 BOARMAN AVE,COMMON ASSAULT,NA,NORTHWEST,TOWANDA-GRANTLEY,1
